subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning,
Drama,gcse-drama---unit-3-interpreting-theatre.csv,11,18,"""","...- **""**I have, that's true, *driven* out**""**. - ""Look! I've got *no thing*, no singl...",LTC,PARSING_ERROR,100,HTML entity &quot; should be rendered as a double quote.,19
Drama,gcse-drama---unit-3-interpreting-theatre.csv,13,22,and,...ir would be neat and tidy in a small bun** and** she would have some pink lipstick on.  ...,LTC,FALSE_POSITIVE,100,The word 'and' is used correctly as a conjunction; this is a false positive.,23
Drama,gcse-drama---unit-3-interpreting-theatre.csv,14,24,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {24}-----...,LTC,SPELLING_ERROR,90,The compound adjective 'creditworthy' should be written as one word according to OED.,25
Drama,gcse-drama---unit-3-interpreting-theatre.csv,16,25,or,... could be part of the set the typewriter** or** they may decide to use personal props s...,LTC,FALSE_POSITIVE,100,The word 'or' is used correctly as a conjunction; this is a false positive.,26
Drama,gcse-drama---unit-3-interpreting-theatre.csv,17,27,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {27}-----...,LTC,SPELLING_ERROR,90,The compound adjective 'creditworthy' should be written as one word according to OED.,28
Drama,gcse-drama---unit-3-interpreting-theatre.csv,18,29,"""","... I said, I'm not speaking to you no more**""**. - ""*You're* my Best Friend, Angela."" -...",LTC,PARSING_ERROR,100,HTML entity &quot; should be rendered as a double quote.,30
Drama,gcse-drama---unit-3-interpreting-theatre.csv,20,29,Audery,...e linked to the chosen line.  - To show **Audery**'s relationship with Angela. - To show h...,LTC,SPELLING_ERROR,100,Misspelling of the proper noun 'Audrey'.,30
Drama,gcse-drama---unit-3-interpreting-theatre.csv,21,29,Audery,...nformation out of Angela. - To show how **Audery** likes to get a sly dig in.  {29}-------...,LTC,SPELLING_ERROR,100,Misspelling of the proper noun 'Audrey'.,30
Drama,gcse-drama---unit-3-interpreting-theatre.csv,22,30,Audery,...t**  # Suitable ideas could include:  - **Audery** could walk slowly with a concentrated f...,LTC,SPELLING_ERROR,100,Misspelling of the proper noun 'Audrey'.,31
Drama,gcse-drama---unit-3-interpreting-theatre.csv,23,31,Audery,...)(iii).  #### **Indicative content**  - **Audery** is walking slowly because she is intent...,LTC,SPELLING_ERROR,100,Misspelling of the proper noun 'Audrey'.,32
Drama,gcse-drama---unit-3-interpreting-theatre.csv,24,31,Audery,... sure she gets all the details right. - **Audery** could hold Angela's hand to emphasise h...,LTC,SPELLING_ERROR,100,Incorrect spelling of the character's proper noun 'Audrey'.,32
Drama,gcse-drama---unit-3-interpreting-theatre.csv,25,31,Audery,...emphasise that they are best friends. - **Audery** could pretend to rock the doll to sleep...,LTC,SPELLING_ERROR,100,Incorrect spelling of the character's proper noun 'Audrey'.,32
Drama,gcse-drama---unit-3-interpreting-theatre.csv,26,31,Audery,"...d because the ""baby"" wouldn't sleep and **Audery** doesn't like it when people don't liste...",LTC,SPELLING_ERROR,100,Incorrect spelling of the character's proper noun 'Audrey'.,32
Drama,gcse-drama---unit-3-interpreting-theatre.csv,27,32,Audery,...a is manipulative. - She enjoys playing **Audery** along by not admitting immediately that...,LTC,SPELLING_ERROR,100,Incorrect spelling of the character's proper noun 'Audrey'.,33
Drama,gcse-drama---unit-3-interpreting-theatre.csv,28,33,summertime,...ould look light and pretty to emphasise **summertime** to help reinforce brightness before the...,LTC,FALSE_POSITIVE,100,'Summertime' is correctly written as a single word according to OED.,34
Drama,gcse-drama---unit-3-interpreting-theatre.csv,29,35,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {35}-----...,LTC,SPELLING_ERROR,90,'Creditworthy' should be written as a single compound word.,36
Drama,gcse-drama---unit-3-interpreting-theatre.csv,31,36,example,... identify the props they are using. For **example** they could be part of the set the typew...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma is typically required after the introductory phrase 'For example' for improved clarity.,37
Drama,gcse-drama---unit-3-interpreting-theatre.csv,32,36,or,... could be part of the set the typewriter** or** they may decide to use personal props s...,LTC,FALSE_POSITIVE,90,No comma is required before 'or' as it does not separate two independent clauses.,37
Drama,gcse-drama---unit-3-interpreting-theatre.csv,34,36,i.e,"...istic understanding of how all elements **i.e** stage, style, set/props work together t...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"'i.e.' requires periods after each letter and a comma after the abbreviation when introducing a list (i.e.,).",37
Drama,gcse-drama---unit-3-interpreting-theatre.csv,35,38,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {38}-----...,LTC,SPELLING_ERROR,90,'Creditworthy' should be written as a single compound word.,39
Drama,gcse-drama---unit-3-interpreting-theatre.csv,36,40,"""","...artin, is that you? I'm glad I found you**""**. - 'I thought perhaps we should talk ab...",LTC,PARSING_ERROR,100,"This is a closing double quote, likely a parsing artifact from PDF conversion.",41
Drama,gcse-drama---unit-3-interpreting-theatre.csv,37,40,',"..., is that you? I'm glad I found you"". - **'**I thought perhaps we should talk about w...",LTC,PARSING_ERROR,100,"This is an opening single quote, likely a parsing artifact from PDF conversion.",41
Drama,gcse-drama---unit-3-interpreting-theatre.csv,38,40,"""","...out what you want to do about returning.**""** - ""How long you want to leave it"". - ""W...",LTC,PARSING_ERROR,100,"This is a closing double quote, likely a parsing artifact from PDF conversion.",41
Drama,gcse-drama---unit-3-interpreting-theatre.csv,39,43,so,...s Martin to feel comfortable and at ease** so** her movements like touching him on the ...,LTC,FALSE_POSITIVE,100,The word 'so' is used correctly as a conjunction in this context.,44
Drama,gcse-drama---unit-3-interpreting-theatre.csv,40,45,makeup,"...have had to operate on him, I would use **makeup** to show how badly disfigured his face i...",LTC,PARSING_ERROR,90,The noun 'make-up' should be hyphenated according to OED and UK English standards.,46
Drama,gcse-drama---unit-3-interpreting-theatre.csv,41,45,non-descript,...n:*  • Martin's costume looks basic and **non-descript**. He is recovering at home and since the...,LTC,FALSE_POSITIVE,100,The compound adjective 'non-descript' is correctly hyphenated.,46
Drama,gcse-drama---unit-3-interpreting-theatre.csv,42,47,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {47}-----...,LTC,PARSING_ERROR,90,The compound adjective 'creditworthy' should be written as one word.,48
Drama,gcse-drama---unit-3-interpreting-theatre.csv,43,48,self image,"...hasise the main themes of the play e.g. **self image**, identity, peer pressure. - Remember so...",LTC,PARSING_ERROR,90,The compound noun 'self-image' should be hyphenated.,49
Drama,gcse-drama---unit-3-interpreting-theatre.csv,44,48,Audery,...use personal props such as a doll which **Audery** and Angela could play. - Candidates sho...,LTC,SPELLING_ERROR,100,'Audery' is a misspelling of the proper noun 'Audrey'.,49
Drama,gcse-drama---unit-3-interpreting-theatre.csv,45,50,credit worthy,...  |  | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  |  |  {50...,LTC,PARSING_ERROR,90,The compound adjective 'creditworthy' should be written as one word.,51
Drama,gcse-drama---unit-3-interpreting-theatre.csv,46,52,show's,"...Choose one line from the extract, which **show's** RAFI'S motivation. | 1 |  |  | 1 | |  |...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Incorrect use of apostrophe; 'shows' is a verb, not a possessive.",53
Drama,gcse-drama---unit-3-interpreting-theatre.csv,49,53,us,...ening tone and a fast tempo. - He could **us** a sneering tone and a fast tempo. - He ...,LTC,SPELLING_ERROR,100,Typo; should be 'use'.,54
Drama,gcse-drama---unit-3-interpreting-theatre.csv,50,54,and,...emphasises this. Rafi thinks he is funny** and** his sneering facial expression would sh...,LTC,STYLISTIC_PREFERENCE,70,"Adding a comma before 'and' is a stylistic preference, not a grammatical necessity here.",55
Drama,gcse-drama---unit-3-interpreting-theatre.csv,51,56,1940's,...on:*  - The period I have chosen is the **1940's**. - The garments Mr Ubsworth would be we...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,Apostrophe is incorrectly used for pluralizing a decade; should be '1940s'.,57
Drama,gcse-drama---unit-3-interpreting-theatre.csv,53,58,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {58}-----...,LTC,PARSING_ERROR,90,'creditworthy' should be a single compound word.,59
Drama,gcse-drama---unit-3-interpreting-theatre.csv,54,59,or,... could be part of the set e.g. a trapeze** or** they may decide to use personal props e...,LTC,STYLISTIC_PREFERENCE,70,"Adding a comma before 'or' is a stylistic preference, not a grammatical necessity here.",60
Drama,gcse-drama---unit-3-interpreting-theatre.csv,55,61,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {61}-----...,LTC,PARSING_ERROR,90,'creditworthy' should be a single compound word.,62
Drama,gcse-drama---unit-3-interpreting-theatre.csv,56,63,show's,"...Choose one line from the extract, which **show's** JESSE'S motivation. | 1 |  |  | 1 | |  ...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Incorrect use of apostrophe; 'shows' is a verb, not a possessive.",64
Drama,gcse-drama---unit-3-interpreting-theatre.csv,57,63,"""","... **""**What's wrong with your arms, Alaw?**""** - ""Right, come on, from the shuffle, sh...",LTC,PARSING_ERROR,100,"HTML entity for a double quote, a parsing artifact.",64
Drama,gcse-drama---unit-3-interpreting-theatre.csv,59,64,choregraphed,...se could be moving her arms around in a **choregraphed** dance with her facial expression showin...,LTC,SPELLING_ERROR,100,Misspelling; should be 'choreographed'.,65
Drama,gcse-drama---unit-3-interpreting-theatre.csv,60,65,so,...se thinks she is one of the best dancers** so** her movement would show a perfectly cho...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'so' would improve clarity by separating two independent clauses.,66
Drama,gcse-drama---unit-3-interpreting-theatre.csv,61,66,and,"...r to practise the dance over the weekend** and** now it is not looking good, she is maki...",LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'and' would improve clarity by separating two independent clauses.,67
Drama,gcse-drama---unit-3-interpreting-theatre.csv,62,67,wrist band,...d be wearing trainers. She would have a **wrist band** on and lots of bracelets. - The trouser...,LTC,SPELLING_ERROR,90,'wristband' should be written as a single word according to OED.,68
Drama,gcse-drama---unit-3-interpreting-theatre.csv,63,67,rainbow coloured,...uperdry logo on. The wristband would be **rainbow coloured** and she'd have a number of silver bangl...,LTC,PARSING_ERROR,90,'rainbow-coloured' requires a hyphen as a compound adjective.,68
Drama,gcse-drama---unit-3-interpreting-theatre.csv,64,67,and,... The wristband would be rainbow coloured** and** she'd have a number of silver bangles o...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'and' would improve clarity by separating two independent clauses.,68
Drama,gcse-drama---unit-3-interpreting-theatre.csv,65,67,eye liner,...lights. She would be wearing some black **eye liner**.  #### *Reason:*  • Mabli is at school ...,LTC,SPELLING_ERROR,90,'eyeliner' should be written as a single word according to OED.,68
Drama,gcse-drama---unit-3-interpreting-theatre.csv,66,67,so,...r.  #### *Reason:*  • Mabli is at school** so** her costume would have some aspects of ...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'so' would improve clarity by separating two independent clauses.,68
Drama,gcse-drama---unit-3-interpreting-theatre.csv,67,67,and,... I would imagine she is wearing a hoodie** and** it is wrapped around her almost like a ...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'and' would improve clarity by separating two independent clauses.,68
Drama,gcse-drama---unit-3-interpreting-theatre.csv,68,67,so,...ous weekend. Mabli is a confident person** so** there would be elements which add to he...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'so' would improve clarity by separating two independent clauses.,68
Drama,gcse-drama---unit-3-interpreting-theatre.csv,69,69,credit worthy,...     | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {69}-----...,LTC,PARSING_ERROR,90,'credit-worthy' requires a hyphen as a compound adjective.,70
Drama,gcse-drama---unit-3-interpreting-theatre.csv,70,70,are,... #### **Given circumstances**  The gang **are** together some practising the dance.  **...,LTC,FALSE_POSITIVE,90,Collective noun 'gang' can take a plural verb in British English when referring to individuals within the group.,71
Drama,gcse-drama---unit-3-interpreting-theatre.csv,71,70,or,...hey could be part of the set e.g. chairs** or** they may decide to use personal props e...,LTC,STYLISTIC_PREFERENCE,70,Adding a comma before 'or' separating independent clauses would improve flow but is not strictly necessary for clarity in this context.,71
Drama,gcse-drama---unit-3-interpreting-theatre.csv,72,72,credit worthy,.../ul> | | 0 marks | <ul><li>Response not **credit worthy** / not attempted.</li></ul> |  {72}-----...,LTC,PARSING_ERROR,90,Compound adjective 'creditworthy' should be written as one word.,73
Drama,gcse-drama---unit-3-interpreting-theatre.csv,73,74,show's,"...Choose one line from the extract, which **show's** MACK'S motivation. | 1 |  |  | 1 | |  |...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,'show's' is an incorrect contraction; it should be the third-person singular verb 'shows'.,75
Drama,gcse-drama---unit-3-interpreting-theatre.csv,74,74,Shh Cam,"...riately.*   - **""**What are you saying? **Shh Cam**'s saying something"". - ""No way"". - ""I c...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,A comma is required after the interjection 'Shh' for correct punctuation.,75
